Slice,Iteration,Step,Reward,Pe,Latency,Throughput,PTX,Bw
eMBB,1,1,-100,0.009912362512731891,4.631978623532341,54.08067753411118,20,20
eMBB,1,2,-100,0.028148121374188803,7.29138524105858,75.78852596660707,20,40
eMBB,1,3,-100,0.02375293693544617,8.11849707397099,58.042166675538674,20,80
eMBB,1,4,-100,0.0048938773558397375,4.073697714269292,24.44612471758108,21,80
eMBB,1,5,-100,0.008152476798113113,7.95359420939856,38.89572799227932,22,80
eMBB,1,6,-100,0.006106789723443792,1.6320696985423622,69.63851451903585,22,80
eMBB,1,7,-100,0.013611328319841706,4.856210367794252,34.96825731811656,23,80
eMBB,1,8,-100,0.028233313290180872,7.218255444053908,56.38268361720695,23,160
eMBB,1,9,-100,0.021995925039298543,9.203602255282615,71.30173826192369,23,320
eMBB,1,10,-100,0.026168040298302893,3.62837249783687,27.26308582890324,23,640
eMBB,1,11,-100,0.0028731545789030606,7.9801015798351855,58.977663544475114,23,640
eMBB,1,12,-100,0.017909333540176053,7.625161579384052,37.271666048384816,24,640
eMBB,1,13,-100,0.005857251380341674,5.10458575999381,67.38861697345922,24,640
eMBB,1,14,-100,0.006333005205640849,3.7290544450922063,88.94463137598417,24,640
eMBB,1,15,-100,0.00236239191359315,3.673394910319224,88.60815357712684,24,640
eMBB,1,16,-100,0.008990964267948482,1.9104871035813746,45.5350853158461,25,640
eMBB,1,17,-100,0.021904131394140595,6.904474566316983,61.934382446843514,25,1280
eMBB,1,18,-100,0.013403804282715476,3.8671460347218125,66.16518139677973,25,1280
eMBB,1,19,-100,0.029551107069464202,2.8438642019048523,57.94653409861511,25,2560
eMBB,1,20,-100,0.02254698654760783,2.433932837108056,93.4395490619316,25,5120
eMBB,1,21,-100,0.01774108127365127,2.633314673895572,53.82170902649188,25,5120
eMBB,1,22,-100,0.022466200070600236,5.699976872427664,18.02490310267608,25,10240
eMBB,1,23,-100,0.005374991709991599,6.68319013471981,56.337978794401785,25,10240
eMBB,1,24,-100,0.024634326938651172,1.9785384166535398,36.80354780570924,25,20480
eMBB,1,25,-100,0.0020237232712645636,5.036436112352018,39.724355814302534,26,20480
eMBB,1,26,-100,0.029897311795824902,4.9115177605684375,66.83695516558086,26,40960
eMBB,1,27,-100,0.027811306998562924,4.612828430220705,99.21243811108178,26,81920
eMBB,1,28,-100,0.010145312328674548,1.176409938320775,84.82927391091388,26,81920
eMBB,1,29,-100,0.004913363837479132,8.445605165927763,53.13033519786165,26,81920
eMBB,1,30,-100,0.011077418556914492,7.499451980672349,35.29136979602953,27,81920
eMBB,1,31,-100,0.02963726378333261,5.510160184990355,54.08097294963234,27,163840
eMBB,1,32,-100,0.02764591893213875,5.504472255786585,45.05020399737044,27,327680
eMBB,1,33,-100,0.008418236020699868,1.4482896962757814,32.52932507628594,28,327680
eMBB,1,34,-100,0.02293944751787469,5.688801524308982,99.92497891068746,28,655360
eMBB,1,35,-100,0.023736803959203533,3.952524015984965,97.71630632194218,28,1310720
eMBB,1,36,-100,0.0014109034001810335,7.182579787876926,53.717290481154436,28,1310720
eMBB,1,37,-100,0.0043564969497969595,9.266237678780131,93.81375145338878,28,1310720
eMBB,1,38,-100,0.00695525542457808,4.259247464461758,37.75556712819118,29,1310720
eMBB,1,39,-100,0.0010371172061744718,1.0293746536615846,69.02640379261037,29,1310720
eMBB,1,40,-100,0.019094800269203432,6.919541927661203,71.25017702155625,29,1310720
eMBB,1,41,-100,0.009152441428224262,1.800439395541178,46.60388765378534,30,1310720
eMBB,1,42,-100,0.02745658629185475,9.936632281201186,98.14666267355193,30,2621440
eMBB,1,43,-100,0.015926963000517443,1.627335673308643,54.68508442454771,30,2621440
eMBB,1,44,-100,0.025130843978936446,4.087755750494898,47.32298027167858,30,5242880
eMBB,1,45,-100,0.027683214419583043,6.095949756688914,33.26628138740865,30,10485760
eMBB,1,46,-100,0.0026211860708518103,8.306610654708868,48.416650011682854,31,10485760
eMBB,1,47,-100,0.007733397377168544,5.896111320077811,70.55732558380706,31,10485760
eMBB,1,48,-100,0.0029314788224026654,7.920648575152358,35.336575211623405,32,10485760
eMBB,1,49,-100,0.014306050512842332,9.841087855603956,74.7556309633804,32,10485760
eMBB,1,50,-100,0.022978517303216744,8.520088136076488,66.61331046368298,32,20971520
eMBB,1,51,-100,0.020226356690784673,2.725235846071996,90.48312209086001,32,41943040
eMBB,1,52,-100,0.019143941478154257,9.49247072357489,56.96058990404717,32,41943040
eMBB,1,53,35.07178017329756,0.0009979739223222735,5.8842246756442735,35.66020264086199,33,41943040
eMBB,1,54,-100,0.008969238156394437,7.1213335142652845,77.55625948692571,33,41943040
